source.name	sequenceID	m49_country.id	m49_country.display_name	gb_place_sampled	collection_year	earliest_collection_year	latest_collection_year	gb_length	gb_create_date	gb_update_date	host	gb_pubmed_id	isolate	coverage
ncbi-curated	ON630548	PER	Peru	-	2011	2011	2011	11881	07-Feb-2023	14-Feb-2023	Bos taurus	-	201102674	0.9957257794166946
ncbi-curated	ON630549	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201102834	0.9958933959101576
ncbi-curated	ON630550	PER	Peru	-	2011	2011	2011	11868	07-Feb-2023	14-Feb-2023	Bos taurus	-	201102927	0.9946362722091854
ncbi-curated	ON630551	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103051	0.9958933959101576
ncbi-curated	ON630552	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103052	0.9958933959101576
ncbi-curated	ON630553	PER	Peru	-	2011	2011	2011	11849	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103117	0.9930439155212873
ncbi-curated	ON630554	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103118	0.9953905464297687
ncbi-curated	ON630555	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103231	0.9958933959101576
ncbi-curated	ON630556	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103299	0.9953905464297687
ncbi-curated	ON630557	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103353	0.9958933959101576
ncbi-curated	ON630558	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103355	0.9953905464297687
ncbi-curated	ON630559	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103583	0.9958933959101576
ncbi-curated	ON630560	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103827	0.9958933959101576
ncbi-curated	ON630561	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201103990	0.9958933959101576
ncbi-curated	ON630562	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201104268	0.9953905464297687
ncbi-curated	ON630563	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201104271	0.9958933959101576
ncbi-curated	ON630564	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201104851	0.9958933959101576
ncbi-curated	ON630565	PER	Peru	-	2011	2011	2011	11227	07-Feb-2023	14-Feb-2023	Bos taurus	-	201104852	0.9409151860543078
ncbi-curated	ON630566	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201104853	0.9953905464297687
ncbi-curated	ON630567	PER	Peru	-	2011	2011	2011	11592	07-Feb-2023	14-Feb-2023	Bos taurus	-	201105179	0.9715051961112974
ncbi-curated	ON630568	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201105180	0.9953905464297687
ncbi-curated	ON630569	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201105239	0.9958933959101576
ncbi-curated	ON630570	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201105240	0.9958933959101576
ncbi-curated	ON630571	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201106098	0.9958933959101576
ncbi-curated	ON630572	PER	Peru	-	2011	2011	2011	11849	07-Feb-2023	14-Feb-2023	Bos taurus	-	201106249	0.9930439155212873
ncbi-curated	ON630573	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201106643	0.9958933959101576
ncbi-curated	ON630574	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201106837	0.9958933959101576
ncbi-curated	ON630575	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201107414	0.9958933959101576
ncbi-curated	ON630576	PER	Peru	-	2011	2011	2011	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108429	0.9953905464297687
ncbi-curated	ON630577	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108432	0.9958933959101576
ncbi-curated	ON630578	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108434	0.9958933959101576
ncbi-curated	ON630579	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108640	0.9958933959101576
ncbi-curated	ON630580	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108727	0.9958933959101576
ncbi-curated	ON630581	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108967	0.9958933959101576
ncbi-curated	ON630582	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108968	0.9958933959101576
ncbi-curated	ON630583	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201109144	0.9958933959101576
ncbi-curated	ON630584	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201109197	0.9958933959101576
ncbi-curated	ON630585	PER	Peru	-	2011	2011	2011	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200030	0.9958933959101576
ncbi-curated	ON630586	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200329	0.9958933959101576
ncbi-curated	ON630587	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200422	0.9958933959101576
ncbi-curated	ON630588	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200423	0.9958933959101576
ncbi-curated	ON630589	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200430	0.9958933959101576
ncbi-curated	ON630590	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200532	0.9958933959101576
ncbi-curated	ON630591	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201200900	0.9958933959101576
ncbi-curated	ON630592	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201201068	0.9958933959101576
ncbi-curated	ON630593	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201201104	0.9958933959101576
ncbi-curated	ON630594	PER	Peru	-	2012	2012	2012	11262	07-Feb-2023	14-Feb-2023	Bos taurus	-	201201255	0.9438484746899095
ncbi-curated	ON630595	PER	Peru	-	2012	2012	2012	11878	07-Feb-2023	14-Feb-2023	Bos taurus	-	201201352	0.9954743546765001
ncbi-curated	ON630596	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201202283	0.9958933959101576
ncbi-curated	ON630597	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201202423	0.9958933959101576
ncbi-curated	ON630598	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201202676	0.9958933959101576
ncbi-curated	ON630599	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201202790	0.9958933959101576
ncbi-curated	ON630600	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201202909	0.9958933959101576
ncbi-curated	ON630601	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201203038	0.9958933959101576
ncbi-curated	ON630602	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201203376	0.9958933959101576
ncbi-curated	ON630603	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201203659	0.9958933959101576
ncbi-curated	ON630604	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201204031	0.9958933959101576
ncbi-curated	ON630605	PER	Peru	-	2012	2012	2012	11876	07-Feb-2023	14-Feb-2023	Bos taurus	-	201204033	0.9953067381830372
ncbi-curated	ON630606	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201204043	0.9958933959101576
ncbi-curated	ON630607	PER	Peru	-	2012	2012	2012	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201204045	0.9958933959101576
ncbi-curated	ON630608	PER	Peru	-	2012	2012	2012	11882	07-Feb-2023	14-Feb-2023	Bos taurus	-	201204244	0.9958095876634261
ncbi-curated	ON630609	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201310976	0.9958933959101576
ncbi-curated	ON630610	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201304940	0.9958933959101576
ncbi-curated	ON630611	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201304614	0.9958933959101576
ncbi-curated	ON630612	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201508307	0.9958933959101576
ncbi-curated	ON630613	PER	Peru	-	2014	2014	2014	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201400794	0.9958933959101576
ncbi-curated	ON630614	PER	Peru	-	2010	2010	2010	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000257	0.9958933959101576
ncbi-curated	ON630615	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303865	0.9958933959101576
ncbi-curated	ON630616	PER	Peru	-	2010	2010	2010	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000183	0.9958933959101576
ncbi-curated	ON630617	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303829	0.9958933959101576
ncbi-curated	ON630618	PER	Peru	-	2004	2004	2004	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	2183@2004	0.9958933959101576
ncbi-curated	ON630619	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201501967	0.9958933959101576
ncbi-curated	ON630620	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303802	0.9958933959101576
ncbi-curated	ON630621	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303801	0.9958933959101576
ncbi-curated	ON630622	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201502324	0.9958933959101576
ncbi-curated	ON630623	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303128	0.9958933959101576
ncbi-curated	ON630624	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303425	0.9958933959101576
ncbi-curated	ON630625	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201506275	0.9958933959101576
ncbi-curated	ON630626	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302846	0.9958933959101576
ncbi-curated	ON630627	PER	Peru	-	2010	2010	2010	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201003750	0.9958933959101576
ncbi-curated	ON630628	PER	Peru	-	2013	2013	2013	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302845	0.9916191753268522
ncbi-curated	ON630629	PER	Peru	-	2013	2013	2013	11596	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303468	0.9718404290982232
ncbi-curated	ON630630	PER	Peru	-	-	-	2023	11878	07-Feb-2023	14-Feb-2023	Bos taurus	-	201301845	0.9954743546765001
ncbi-curated	ON630631	PER	Peru	-	2004	2004	2004	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	2466@2004	0.9958933959101576
ncbi-curated	ON630632	PER	Peru	-	2013	2013	2013	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303465	0.9939658062353336
ncbi-curated	ON630633	PER	Peru	-	2013	2013	2013	11875	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302357	0.9952229299363057
ncbi-curated	ON630634	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303706	0.9958933959101576
ncbi-curated	ON630635	PER	Peru	-	2013	2013	2013	11878	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303656	0.9954743546765001
ncbi-curated	ON630636	PER	Peru	-	2013	2013	2013	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303075	0.9916191753268522
ncbi-curated	ON630637	PER	Peru	-	2013	2013	2013	11745	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302286	0.9843278578612136
ncbi-curated	ON630638	PER	Peru	-	2010	2010	2010	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000435	0.9916191753268522
ncbi-curated	ON630639	PER	Peru	-	2013	2013	2013	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302243	0.9953905464297687
ncbi-curated	ON630640	PER	Peru	-	2013	2013	2013	11422	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302656	0.957257794166946
ncbi-curated	ON630641	PER	Peru	-	2013	2013	2013	11876	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303657	0.9953067381830372
ncbi-curated	ON630642	PER	Peru	-	2008	2008	2008	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	200805878	0.9953905464297687
ncbi-curated	ON630643	PER	Peru	-	2010	2010	2010	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201004174	0.9939658062353336
ncbi-curated	ON630644	PER	Peru	-	2013	2013	2013	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303652	0.9953905464297687
ncbi-curated	ON630645	PER	Peru	-	2013	2013	2013	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303167	0.9916191753268522
ncbi-curated	ON630646	PER	Peru	-	2010	2010	2010	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000359	0.9916191753268522
ncbi-curated	ON630647	PER	Peru	-	2013	2013	2013	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302285	0.9939658062353336
ncbi-curated	ON630648	PER	Peru	-	2013	2013	2013	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303604	0.9916191753268522
ncbi-curated	ON630649	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303603	0.9958933959101576
ncbi-curated	ON630650	PER	Peru	-	2013	2013	2013	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303344	0.9953905464297687
ncbi-curated	ON630651	PER	Peru	-	2008	2008	2008	11881	07-Feb-2023	14-Feb-2023	Bos taurus	-	200806405	0.9957257794166946
ncbi-curated	ON630652	PER	Peru	-	2008	2008	2008	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200806324	0.9958933959101576
ncbi-curated	ON630653	PER	Peru	-	2010	2010	2010	11582	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000421	0.9706671136439826
ncbi-curated	ON630654	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303087	0.9958933959101576
ncbi-curated	ON630655	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302568	0.9958933959101576
ncbi-curated	ON630656	PER	Peru	-	2013	2013	2013	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302245	0.9953905464297687
ncbi-curated	ON630657	PER	Peru	-	2008	2008	2008	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200806413	0.9958933959101576
ncbi-curated	ON630658	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303343	0.9958933959101576
ncbi-curated	ON630659	PER	Peru	-	2013	2013	2013	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302247	0.9953905464297687
ncbi-curated	ON630660	PER	Peru	-	2013	2013	2013	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302246	0.9958933959101576
ncbi-curated	ON630661	PER	Peru	-	2013	2013	2013	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302438	0.9916191753268522
ncbi-curated	ON630662	PER	Peru	-	-	-	2023	11511	07-Feb-2023	14-Feb-2023	Bos taurus	-	201308842	0.9647167281260476
ncbi-curated	ON630663	PER	Peru	-	2013	2013	2013	11855	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303241	0.9935467650016762
ncbi-curated	ON630664	PER	Peru	-	2001	2001	2001	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	316@2001	0.9953905464297687
ncbi-curated	ON630665	PER	Peru	-	2013	2013	2013	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302842	0.9953905464297687
ncbi-curated	ON630666	PER	Peru	-	2013	2013	2013	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201303184	0.9939658062353336
ncbi-curated	ON630667	PER	Peru	-	2010	2010	2010	11879	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000457	0.9955581629232316
ncbi-curated	ON630668	PER	Peru	-	2008	2008	2008	11851	07-Feb-2023	14-Feb-2023	Bos taurus	-	200807270	0.9932115320147502
ncbi-curated	ON630669	PER	Peru	-	2013	2013	2013	11864	07-Feb-2023	14-Feb-2023	Bos taurus	-	201302847	0.9943010392222594
ncbi-curated	ON630670	PER	Peru	-	2001	2001	2001	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	337@2001	0.9958933959101576
ncbi-curated	ON630671	PER	Peru	-	2009	2009	2009	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200908192	0.9958933959101576
ncbi-curated	ON630672	PER	Peru	-	2014	2014	2014	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201404996	0.9953905464297687
ncbi-curated	ON630673	PER	Peru	-	2014	2014	2014	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201408891	0.9939658062353336
ncbi-curated	ON630674	PER	Peru	-	2014	2014	2014	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201407350	0.9958933959101576
ncbi-curated	ON630675	PER	Peru	-	2014	2014	2014	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201407352	0.9939658062353336
ncbi-curated	ON630676	PER	Peru	-	2014	2014	2014	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201408059	0.9953905464297687
ncbi-curated	ON630677	PER	Peru	-	2014	2014	2014	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201400911	0.9916191753268522
ncbi-curated	ON630678	PER	Peru	-	2014	2014	2014	11855	07-Feb-2023	14-Feb-2023	Bos taurus	-	201408346	0.9935467650016762
ncbi-curated	ON630679	PER	Peru	-	2014	2014	2014	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201408819	0.9958933959101576
ncbi-curated	ON630680	PER	Peru	-	2010	2010	2010	11865	07-Feb-2023	14-Feb-2023	Bos taurus	-	201006402	0.9943848474689909
ncbi-curated	ON630681	PER	Peru	-	2015	2015	2015	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201508305	0.9953905464297687
ncbi-curated	ON630682	PER	Peru	-	2008	2008	2008	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	200807828	0.9916191753268522
ncbi-curated	ON630683	PER	Peru	-	2010	2010	2010	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201006586	0.9958933959101576
ncbi-curated	ON630684	PER	Peru	-	2014	2014	2014	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201408193	0.9958933959101576
ncbi-curated	ON630685	PER	Peru	-	2014	2014	2014	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201408649	0.9958933959101576
ncbi-curated	ON630686	PER	Peru	-	2001	2001	2001	11871	07-Feb-2023	14-Feb-2023	bat	-	375@2001	0.9948876969493798
ncbi-curated	ON630687	PER	Peru	-	2008	2008	2008	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200807999	0.9958933959101576
ncbi-curated	ON630688	PER	Peru	-	2008	2008	2008	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	200807998	0.9939658062353336
ncbi-curated	ON630689	PER	Peru	-	2008	2008	2008	11594	07-Feb-2023	14-Feb-2023	Bos taurus	-	200808049	0.9716728126047603
ncbi-curated	ON630690	PER	Peru	-	2008	2008	2008	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200808050	0.9958933959101576
ncbi-curated	ON630691	PER	Peru	-	-	-	2023	11566	07-Feb-2023	14-Feb-2023	Bos taurus	-	201108422	0.9693261816962789
ncbi-curated	ON630692	PER	Peru	-	2010	2010	2010	11855	07-Feb-2023	14-Feb-2023	Capra hircus	-	201000516	0.9935467650016762
ncbi-curated	ON630693	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201508306	0.9958933959101576
ncbi-curated	ON630694	PER	Peru	-	2014	2014	2014	11596	07-Feb-2023	14-Feb-2023	Bos taurus	-	201406789	0.9718404290982232
ncbi-curated	ON630695	PER	Peru	-	2008	2008	2008	11568	07-Feb-2023	14-Feb-2023	Bos taurus	-	200808836	0.9694937981897419
ncbi-curated	ON630696	PER	Peru	-	2008	2008	2008	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	200808957	0.9916191753268522
ncbi-curated	ON630697	PER	Peru	-	2008	2008	2008	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200809051	0.9958933959101576
ncbi-curated	ON630698	PER	Peru	-	2014	2014	2014	11568	07-Feb-2023	14-Feb-2023	Bos taurus	-	201406807	0.9694937981897419
ncbi-curated	ON630699	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201501900	0.9958933959101576
ncbi-curated	ON630700	PER	Peru	-	2016	2016	2016	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600003	0.9939658062353336
ncbi-curated	ON630701	PER	Peru	-	2010	2010	2010	11883	07-Feb-2023	14-Feb-2023	equino	-	201000582	0.9958933959101576
ncbi-curated	ON630702	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600004	0.9958933959101576
ncbi-curated	ON630703	PER	Peru	-	2015	2015	2015	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201510604	0.9939658062353336
ncbi-curated	ON630704	PER	Peru	-	2016	2016	2016	11870	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600600	0.9948038887026484
ncbi-curated	ON630705	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600575	0.9958933959101576
ncbi-curated	ON630706	PER	Peru	-	2016	2016	2016	11832	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600571	0.9916191753268522
ncbi-curated	ON630707	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600574	0.9958933959101576
ncbi-curated	ON630708	PER	Peru	-	2008	2008	2008	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	200810091	0.9939658062353336
ncbi-curated	ON630709	PER	Peru	-	2016	2016	2016	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600573	0.9939658062353336
ncbi-curated	ON630710	PER	Peru	-	2016	2016	2016	11596	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600578	0.9718404290982232
ncbi-curated	ON630711	PER	Peru	-	2001	2001	2001	11564	07-Feb-2023	14-Feb-2023	Bos taurus	-	437@2001	0.969158565202816
ncbi-curated	ON630712	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600572	0.9958933959101576
ncbi-curated	ON630713	PER	Peru	-	2016	2016	2016	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600763	0.9953905464297687
ncbi-curated	ON630714	PER	Peru	-	2016	2016	2016	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600598	0.9953905464297687
ncbi-curated	ON630715	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600356	0.9958933959101576
ncbi-curated	ON630716	PER	Peru	-	2016	2016	2016	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600364	0.9953905464297687
ncbi-curated	ON630717	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600366	0.9958933959101576
ncbi-curated	ON630718	PER	Peru	-	2016	2016	2016	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600363	0.9939658062353336
ncbi-curated	ON630719	PER	Peru	-	2016	2016	2016	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600772	0.9958933959101576
ncbi-curated	ON630720	PER	Peru	-	2016	2016	2016	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201600823	0.9953905464297687
ncbi-curated	ON630721	PER	Peru	-	2010	2010	2010	11596	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000696	0.9718404290982232
ncbi-curated	ON630722	PER	Peru	-	2010	2010	2010	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000727	0.9939658062353336
ncbi-curated	ON630723	PER	Peru	-	2010	2010	2010	11532	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000730	0.9664767013074087
ncbi-curated	ON630724	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201503947	0.9958933959101576
ncbi-curated	ON630725	PER	Peru	-	2009	2009	2009	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	200900901	0.9958933959101576
ncbi-curated	ON630726	PER	Peru	-	2015	2015	2015	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504849	0.9958933959101576
ncbi-curated	ON630727	PER	Peru	-	2001	2001	2001	11860	07-Feb-2023	14-Feb-2023	Bos taurus	-	624@2001	0.9939658062353336
ncbi-curated	ON630728	PER	Peru	-	2015	2015	2015	11588	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505633	0.9711699631243714
ncbi-curated	ON630729	PER	Peru	-	2001	2001	2001	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	656@2001	0.9958933959101576
ncbi-curated	ON630730	PER	Peru	-	2015	2015	2015	11881	07-Feb-2023	14-Feb-2023	Bos taurus	-	201504718	0.9957257794166946
ncbi-curated	ON630731	PER	Peru	-	2010	2010	2010	11883	07-Feb-2023	14-Feb-2023	Bos taurus	-	201000942	0.9958933959101576
ncbi-curated	ON630732	PER	Peru	-	2009	2009	2009	11594	07-Feb-2023	14-Feb-2023	Bos taurus	-	200901926	0.9716728126047603
ncbi-curated	ON630733	PER	Peru	-	2015	2015	2015	11877	07-Feb-2023	14-Feb-2023	Bos taurus	-	201505776	0.9953905464297687
ncbi-curated	ON630734	PER	Peru	-	2009	2009	2009	11572	07-Feb-2023	14-Feb-2023	Bos taurus	-	200901058	0.9698290311766677
